stage,hole_cards,comm_cards,hand_potential,hand_strength,action
FLOP,"['7d', '8c']","['As', '2c', '7h']",0.3419994639506835,8, 'Player IlxxxlI bets (2.53)'
PREFLOP,"['5h', 'Kd']",-1,-0.13,-1, 'Player IlxxxlI raises (3)'
FLOP,"['5h', 'Kd']","['Kh', '6c', '6s']",0.6417850442240687,7, 'Player IlxxxlI bets (2.53)'
PREFLOP,"['6s', '9s']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['5s', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Js']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Td', 'Js']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Ad']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['As', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Kc']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Ts']",-1,-0.10,-1,
PREFLOP,"['Ks', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5h', 'Kd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', 'Js']",-1,0.86,-1, 'Player IlxxxlI raises (4)'
FLOP,"['Jc', 'Js']","['8d', '6d', 'Jh']",0.7515411417850442,6, 'Player IlxxxlI checks'
TURN,"['Jc', 'Js']","['8d', '6d', 'Jh', 'Qd']",0.7546234253551327,6, 'Player IlxxxlI calls (14.25)'
RIVER,"['Jc', 'Js']","['8d', '6d', 'Jh', 'Qd', '3h']",0.7546234253551327,6, 'Player IlxxxlI bets (38)'
PREFLOP,"['Kh', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', '6d']",-1,0.07,-1, 'Player IlxxxlI raises (9)'
PREFLOP,"['5h', 'Th']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '8s']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['9s', '8s']",-1,0.00,-1,Player IlxxxlI folds
PREFLOP,"['4d', '8c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Jh']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['7c', '6d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Tc']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '3c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4s', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', 'Js']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Ad']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '9c']",-1,0.05,-1,'Player IlxxxlI raises (4)'
PREFLOP,"['Ts', 'Ac']",-1,0.08,-1, 'Player IlxxxlI raises (3)'
FLOP,"['Ts', 'Ac']","['9d', 'Ad', '4h']",0.5355132672205842,8, 'Player IlxxxlI bets (3.80)'
PREFLOP,"['Js', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Th']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Jc']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Ks']",-1,0.09,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '8d']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['7d', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '9d']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Qc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Ac']",-1,-0.12,-1, 'Player IlxxxlI calls (2)'
FLOP,"['5d', 'Ac']","['5h', 'As', '8c']",0.6567944250871081,7, 'Player IlxxxlI checks'
TURN,"['5d', 'Ac']","['5h', 'As', '8c', 'Jh']",0.6571964620745109,7, 'Player IlxxxlI checks'
RIVER,"['5d', 'Ac']","['5h', 'As', '8c', 'Jh', '9d']",0.6571964620745109,7, 'Player IlxxxlI checks'
PREFLOP,"['2s', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Ah']",-1,-0.12,-1,
PREFLOP,"['7d', '2d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['5h', '8d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3s', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '6h']",-1,-0.12,-1,
PREFLOP,"['Jc', '9h']",-1,-0.09,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['6c', 'Kh']",-1,-0.12,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['3s', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['2s', '5s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Kc', 'Ah']",-1,0.51,-1, 'Player IlxxxlI raises (6)'
FLOP,"['Kc', 'Ah']","['Ks', '5h', '9h']",0.5207719110158134,8, 'Player IlxxxlI checks'
TURN,"['Kc', 'Ah']","['Ks', '5h', '9h', 'Qh']",0.5245242562315733,8, 'Player IlxxxlI checks'
RIVER,"['Kc', 'Ah']","['Ks', '5h', '9h', 'Qh', 'Js']",0.5247922808898419,8, 'Player IlxxxlI checks'
PREFLOP,"['5s', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2s', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Js', 'Ks']",-1,0.29,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['5s', 'Ad']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Ac']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Qd']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['Js', '3c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9c', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Js']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Qc']",-1,-0.09,-1,
PREFLOP,"['Ac', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', '9s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Qs']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Td']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['4c', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '6d']",-1,-0.11,-1,
PREFLOP,"['8h', 'Kh']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Ts']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Ac']",-1,-0.12,-1, 'Player IlxxxlI raises (3)'
FLOP,"['5s', 'Ac']","['9h', '7h', '9s']",0.4013669257571697,8, 'Player IlxxxlI bets (3.80)'
PREFLOP,"['Kd', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7s', '7d']",-1,0.16,-1,Player IlxxxlI folds
PREFLOP,"['Js', '2d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5s', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Kd']",-1,0.16,-1, 'Player IlxxxlI raises (5)'
FLOP,"['Qc', 'Kd']","['8s', 'Js', '4s']",0.10265344411685873,9, 'Player IlxxxlI bets (4.43)'
PREFLOP,"['5d', 'Ad']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['6c', '3c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Jh']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Ah']",-1,2.32,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['3d', '9d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Ks']",-1,-0.07,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['Ad', '8h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Kc', 'Kh']",-1,1.67,-1,
PREFLOP,"['5h', '4h']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '7c']",-1,-0.06,-1, 'Player IlxxxlI calls (2)'
PREFLOP,"['4h', 'Kh']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Qd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Jc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4h', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6d', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', 'Ts']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '3h']",-1,-0.14,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Ks', '3h']","['5h', '7c', '8d']",0.0648619673009917,9, 'Player IlxxxlI bets (2)'
TURN,"['Ks', '3h']","['5h', '7c', '8d', '3s']",0.2185741088180112,8, 'Player IlxxxlI checks'
PREFLOP,"['Qc', 'Qs']",-1,1.22,-1, 'Player IlxxxlI raises (4)'
FLOP,"['Qc', 'Qs']","['7h', '9h', 'Qd']",0.7613240418118467,6, 'Player IlxxxlI checks'
TURN,"['Qc', 'Qs']","['7h', '9h', 'Qd', '6h']",0.7613240418118467,6, 'Player IlxxxlI checks'
RIVER,"['Qc', 'Qs']","['7h', '9h', 'Qd', '6h', 'Kc']",0.764808362369338,6, 'Player IlxxxlI bets (6.96)'
PREFLOP,"['Ts', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5s', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', 'Kc']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['2h', '2d']",-1,-0.09,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['4c', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'As']",-1,0.08,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['Td', 'Qd']",-1,0.17,-1,'Player IlxxxlI raises (4)'
FLOP,"['Td', 'Qd']","['2c', 'Ac', '9c']",0.14339319217367996,9, 'Player IlxxxlI bets (2.85)'
PREFLOP,"['2h', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Td', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', '3c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Ks', 'Td']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['9c', '3s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['As', '7s']",-1,0.08,-1, 'Player IlxxxlI checks'
FLOP,"['As', '7s']","['7d', '5d', 'Ah']",0.6594746716697937,7, 'Player IlxxxlI checks'
PREFLOP,"['Ks', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9h', '2d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8d', 'Qc']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6h', '9h']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Js', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '9h']",-1,0.05,-1, 'Player IlxxxlI raises (5)'
PREFLOP,"['4d', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Jh']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['Js', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['2c', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Ah']",-1,0.10,-1, 'Player IlxxxlI raises (4)'
FLOP,"['8h', 'Ah']","['4s', 'Ts', '3s']",0.11726078799249529,9, 'Player IlxxxlI checks'
TURN,"['8h', 'Ah']","['4s', 'Ts', '3s', 'Kc']",0.1589386223532565,9, 'Player IlxxxlI checks'
RIVER,"['8h', 'Ah']","['4s', 'Ts', '3s', 'Kc', '7s']",0.15934065934065933,9, 'Player IlxxxlI checks'
PREFLOP,"['8d', 'Qs']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8d', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Kc']",-1,-0.08,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['Js', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '5h']",-1,0.08,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['4s', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Th']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '7c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3d', '3c']",-1,-0.07,-1, 'Player IlxxxlI calls (1)'
FLOP,"['3d', '3c']","['7d', '9h', '4h']",0.20423478960064323,8, 'Player IlxxxlI checks'
PREFLOP,"['Qh', '9h']",-1,0.05,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['3d', 'Ac']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6d', '5d']",-1,-0.07,-1, 'Player IlxxxlI raises (13)'
PREFLOP,"['Qd', '6h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2d', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5s', '5h']",-1,0.02,-1,Player IlxxxlI folds
PREFLOP,"['6s', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3s', '4h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9c', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Td']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8d', '9d']",-1,0.00,-1,Player IlxxxlI folds
PREFLOP,"['Th', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'As']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2h', 'Jh']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Td', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4c', 'As']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qh', 'Js']",-1,0.03,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['7h', '5s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Js', '7c']",-1,-0.12,-1,
PREFLOP,"['Qd', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8d', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Td']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Jh']",-1,0.19,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Ks']",-1,-0.00,-1,Player IlxxxlI folds
PREFLOP,"['4h', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', '3c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Ad']",-1,0.31,-1, 'Player IlxxxlI raises (6)'
PREFLOP,"['Kc', '3s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['4h', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Kd']",-1,-0.04,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ac', 'Kc']",-1,0.78,-1,'Player IlxxxlI raises (4)'
PREFLOP,"['Ts', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4d', '4h']",-1,-0.03,-1, 'Player IlxxxlI raises (6)'
PREFLOP,"['Js', 'Qd']",-1,0.03,-1, 'Player IlxxxlI raises (14)'
FLOP,"['Js', 'Qd']","['3d', 'Th', '6s']",0.058295363173411996,9, 'Player IlxxxlI bets (10.66)'
TURN,"['Js', 'Qd']","['3d', 'Th', '6s', 'Kc']",0.10466362905387294,9, 'Player IlxxxlI bets (17.77)'
RIVER,"['Js', 'Qd']","['3d', 'Th', '6s', 'Kc', '5h']",0.10466362905387294,9, 'Player IlxxxlI allin (60.13)'
PREFLOP,"['4c', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '8s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['2c', '6c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7h', 'Ks']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Qc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', 'Jh']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '4s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['4d', '4h']",-1,-0.03,-1, 'Player IlxxxlI raises (4)'
PREFLOP,"['9d', '3s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'Ad']",-1,0.44,-1, 'Player IlxxxlI raises (7)'
FLOP,"['Jd', 'Ad']","['Qs', '4d', 'Jh']",0.46368265880461,8, 'Player IlxxxlI checks'
TURN,"['Jd', 'Ad']","['Qs', '4d', 'Jh', 'Td']",0.46448673277941566,8, 'Player IlxxxlI checks'
RIVER,"['Jd', 'Ad']","['Qs', '4d', 'Jh', 'Td', '8d']",0.9173143929241491,4, 'Player IlxxxlI allin (41.45)'
PREFLOP,"['8d', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', 'Jh']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Ac']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['2s', '7c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Qc']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6d', '7h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Th', 'As']",-1,0.08,-1, 'Player IlxxxlI raises (9)'
PREFLOP,"['9h', '9d']",-1,0.38,-1, 'Player IlxxxlI raises (4)'
FLOP,"['9h', '9d']","['2d', '6c', 'Qs']",0.389573840793353,8, 'Player IlxxxlI bets (5.70)'
PREFLOP,"['3s', 'Th']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4d', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '3h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7h', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Td', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '9c']",-1,0.19,-1,Player IlxxxlI folds
PREFLOP,"['8d', '2s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3s', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7s', '8h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', '8h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '5s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '4d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['9s', '3s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5s', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '5h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '8s']",-1,-0.02,-1, 'Player IlxxxlI raises (4)'
FLOP,"['Qs', '8s']","['Ks', '9s', '8h']",0.36974001608147955,8, 'Player IlxxxlI bets (4.27)'
PREFLOP,"['Th', 'Tc']",-1,0.58,-1, 'Player IlxxxlI raises (16)'
FLOP,"['Th', 'Tc']","['9s', '7d', '4d']",0.41329402305012064,8, 'Player IlxxxlI bets (14)'
PREFLOP,"['6c', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['As', '8d']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '9c']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['6d', '6c']",-1,0.07,-1, 'Player IlxxxlI raises (4)'
FLOP,"['6d', '6c']","['Ac', '7s', 'Ah']",0.6581345483784509,7, 'Player IlxxxlI bets (4.27)'
PREFLOP,"['9h', '8h']",-1,0.00,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'Kd']",-1,0.51,-1, 'Player IlxxxlI calls (3)'
FLOP,"['Ah', 'Kd']","['6s', 'Jc', '5d']",0.16161886893594213,9, 'Player IlxxxlI checks'
TURN,"['Ah', 'Kd']","['6s', 'Jc', '5d', '6c']",0.31827928169391584,8, 'Player IlxxxlI bets (9.26)'
RIVER,"['Ah', 'Kd']","['6s', 'Jc', '5d', '6c', '2d']",0.31827928169391584,8, 'Player IlxxxlI checks'
PREFLOP,"['3s', 'Jd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '3d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9c', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', 'Ah']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Th']",-1,-0.00,-1, 'Player IlxxxlI raises (4)'
FLOP,"['8h', 'Th']","['Ts', '4s', 'Qs']",0.42053068882337175,8, 'Player IlxxxlI bets (2)'
TURN,"['8h', 'Th']","['Ts', '4s', 'Qs', '7d']",0.42093272581077457,8, 'Player IlxxxlI bets (11.87)'
PREFLOP,"['2c', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7d', '4c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '9h']",-1,-0.07,-1, 'Player IlxxxlI raises (10)'
PREFLOP,"['Ks', '5c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Ac']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['8d', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Jc']",-1,-0.11,-1, 'Player IlxxxlI raises (3)'
FLOP,"['5c', 'Jc']","['9h', 'Td', '3s']",0.03082283570088451,9, 'Player IlxxxlI bets (2.53)'
TURN,"['5c', 'Jc']","['9h', 'Td', '3s', 'Qd']",0.06057357276869468,9, 'Player IlxxxlI bets (6.20)'
RIVER,"['5c', 'Jc']","['9h', 'Td', '3s', 'Qd', 'Qh']",0.4819083355668722,8, 'Player IlxxxlI checks'
PREFLOP,"['8c', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'As']",-1,0.19,-1, 'Player IlxxxlI raises (6)'
FLOP,"['Jd', 'As']","['Ts', '4d', '2c']",0.1294559099437148,9, 'Player IlxxxlI bets (2)'
PREFLOP,"['3c', 'Kh']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Ac']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6d', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '8s']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '3c']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['6s', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '6d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5h', '3h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Js']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '5d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '9h']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '2d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4s', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4c', '9c']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['3d', '2d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Th']",-1,0.58,-1, 'Player IlxxxlI calls (6)'
FLOP,"['Ts', 'Th']","['5c', '7s', 'Jd']",0.41624229429107473,8, 'Player IlxxxlI calls (10)'
TURN,"['Ts', 'Th']","['5c', '7s', 'Jd', '4c']",0.41624229429107473,8,Player IlxxxlI folds
PREFLOP,"['Ks', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', '6d']",-1,0.07,-1,'Player IlxxxlI raises (6)'
FLOP,"['6h', '6d']","['6s', '3d', '3s']",0.9634146341463414,3, 'Player IlxxxlI checks'
TURN,"['6h', '6d']","['6s', '3d', '3s', 'Jd']",0.9634146341463414,3, 'Player IlxxxlI checks'
RIVER,"['6h', '6d']","['6s', '3d', '3s', 'Jd', 'As']",0.9634146341463414,3, 'Player IlxxxlI checks'
PREFLOP,"['4d', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
